Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Crab-eating macaque gene stable ID,Crab-eating macaque gene name,Gene name
ENSG00000182329,ENSG00000182329.14,ENST00000469462,ENST00000469462.1,ENSMFAG00000043184,KIAA2012,KIAA2012
ENSG00000116030,ENSG00000116030.17,ENST00000392246,ENST00000392246.7,ENSMFAG00000030831,SUMO1,SUMO1
ENSG00000116030,ENSG00000116030.17,ENST00000409368,ENST00000409368.5,ENSMFAG00000030831,SUMO1,SUMO1
ENSG00000116030,ENSG00000116030.17,ENST00000392244,ENST00000392244.7,ENSMFAG00000030831,SUMO1,SUMO1
ENSG00000116030,ENSG00000116030.17,ENST00000409712,ENST00000409712.5,ENSMFAG00000030831,SUMO1,SUMO1
ENSG00000116030,ENSG00000116030.17,ENST00000409181,ENST00000409181.1,ENSMFAG00000030831,SUMO1,SUMO1
ENSG00000116030,ENSG00000116030.17,ENST00000409498,ENST00000409498.6,ENSMFAG00000030831,SUMO1,SUMO1
ENSG00000116030,ENSG00000116030.17,ENST00000409205,ENST00000409205.5,ENSMFAG00000030831,SUMO1,SUMO1
ENSG00000116030,ENSG00000116030.17,ENST00000409627,ENST00000409627.6,ENSMFAG00000030831,SUMO1,SUMO1
ENSG00000116030,ENSG00000116030.17,ENST00000469034,ENST00000469034.1,ENSMFAG00000030831,SUMO1,SUMO1
ENSG00000116030,ENSG00000116030.17,ENST00000392245,ENST00000392245.5,ENSMFAG00000030831,SUMO1,SUMO1
ENSG00000055044,ENSG00000055044.11,ENST00000264279,ENST00000264279.10,ENSMFAG00000036935,NOP58,NOP58
ENSG00000055044,ENSG00000055044.11,ENST00000426814,ENST00000426814.5,ENSMFAG00000036935,NOP58,NOP58
ENSG00000055044,ENSG00000055044.11,ENST00000488403,ENST00000488403.5,ENSMFAG00000036935,NOP58,NOP58
ENSG00000055044,ENSG00000055044.11,ENST00000492740,ENST00000492740.5,ENSMFAG00000036935,NOP58,NOP58
ENSG00000055044,ENSG00000055044.11,ENST00000472050,ENST00000472050.5,ENSMFAG00000036935,NOP58,NOP58
ENSG00000055044,ENSG00000055044.11,ENST00000467734,ENST00000467734.5,ENSMFAG00000036935,NOP58,NOP58
ENSG00000055044,ENSG00000055044.11,ENST00000492688,ENST00000492688.5,ENSMFAG00000036935,NOP58,NOP58
ENSG00000055044,ENSG00000055044.11,ENST00000478941,ENST00000478941.1,ENSMFAG00000036935,NOP58,NOP58
ENSG00000055044,ENSG00000055044.11,ENST00000433543,ENST00000433543.2,ENSMFAG00000036935,NOP58,NOP58
ENSG00000055044,ENSG00000055044.11,ENST00000478508,ENST00000478508.1,ENSMFAG00000036935,NOP58,NOP58
ENSG00000212534,ENSG00000212534.1,ENST00000391232,ENST00000391232.1,ENSMFAG00000021059,SNORD70,SNORD70
ENSG00000271852,ENSG00000271852.1,ENST00000607707,ENST00000607707.1,ENSMFAG00000028866,SNORD11B,SNORD11B
ENSG00000238317,ENSG00000238317.2,ENST00000459124,ENST00000459124.2,ENSMFAG00000006419,SNORD11,SNORD11
ENSG00000242696,ENSG00000242696.3,ENST00000474689,ENST00000474689.3,ENSMFAG00000015789,Metazoa_SRP,RN7SL40P
ENSG00000204217,ENSG00000204217.15,ENST00000374580,ENST00000374580.10,ENSMFAG00000032075,BMPR2,BMPR2
ENSG00000204217,ENSG00000204217.15,ENST00000374574,ENST00000374574.2,ENSMFAG00000032075,BMPR2,BMPR2
ENSG00000204217,ENSG00000204217.15,ENST00000479069,ENST00000479069.1,ENSMFAG00000032075,BMPR2,BMPR2
ENSG00000204217,ENSG00000204217.15,ENST00000638587,ENST00000638587.1,ENSMFAG00000032075,BMPR2,BMPR2
ENSG00000138439,ENSG00000138439.12,ENST00000392238,ENST00000392238.3,ENSMFAG00000045349,FAM117B,FAM117B
ENSG00000138439,ENSG00000138439.12,ENST00000481658,ENST00000481658.1,ENSMFAG00000045349,FAM117B,FAM117B
ENSG00000163596,ENSG00000163596.16,ENST00000392237,ENST00000392237.6,ENSMFAG00000046002,ICA1L,ICA1L
ENSG00000163596,ENSG00000163596.16,ENST00000358299,ENST00000358299.6,ENSMFAG00000046002,ICA1L,ICA1L
ENSG00000163596,ENSG00000163596.16,ENST00000438804,ENST00000438804.5,ENSMFAG00000046002,ICA1L,ICA1L
ENSG00000163596,ENSG00000163596.16,ENST00000420558,ENST00000420558.5,ENSMFAG00000046002,ICA1L,ICA1L
ENSG00000163596,ENSG00000163596.16,ENST00000494560,ENST00000494560.1,ENSMFAG00000046002,ICA1L,ICA1L
ENSG00000163596,ENSG00000163596.16,ENST00000476602,ENST00000476602.1,ENSMFAG00000046002,ICA1L,ICA1L
ENSG00000163596,ENSG00000163596.16,ENST00000425178,ENST00000425178.5,ENSMFAG00000046002,ICA1L,ICA1L
ENSG00000163596,ENSG00000163596.16,ENST00000418208,ENST00000418208.5,ENSMFAG00000046002,ICA1L,ICA1L
ENSG00000163596,ENSG00000163596.16,ENST00000450143,ENST00000450143.5,ENSMFAG00000046002,ICA1L,ICA1L
ENSG00000163596,ENSG00000163596.16,ENST00000435143,ENST00000435143.5,ENSMFAG00000046002,ICA1L,ICA1L
ENSG00000163596,ENSG00000163596.16,ENST00000419460,ENST00000419460.5,ENSMFAG00000046002,ICA1L,ICA1L
ENSG00000163596,ENSG00000163596.16,ENST00000441547,ENST00000441547.5,ENSMFAG00000046002,ICA1L,ICA1L
ENSG00000163596,ENSG00000163596.16,ENST00000412210,ENST00000412210.5,ENSMFAG00000046002,ICA1L,ICA1L
ENSG00000163596,ENSG00000163596.16,ENST00000437978,ENST00000437978.5,ENSMFAG00000046002,ICA1L,ICA1L
ENSG00000163596,ENSG00000163596.16,ENST00000457524,ENST00000457524.5,ENSMFAG00000046002,ICA1L,ICA1L
ENSG00000163596,ENSG00000163596.16,ENST00000432273,ENST00000432273.5,ENSMFAG00000046002,ICA1L,ICA1L
ENSG00000163596,ENSG00000163596.16,ENST00000416760,ENST00000416760.5,ENSMFAG00000046002,ICA1L,ICA1L
ENSG00000163596,ENSG00000163596.16,ENST00000454326,ENST00000454326.5,ENSMFAG00000046002,ICA1L,ICA1L
ENSG00000163596,ENSG00000163596.16,ENST00000484561,ENST00000484561.5,ENSMFAG00000046002,ICA1L,ICA1L
ENSG00000163596,ENSG00000163596.16,ENST00000411681,ENST00000411681.5,ENSMFAG00000046002,ICA1L,ICA1L
ENSG00000163596,ENSG00000163596.16,ENST00000421334,ENST00000421334.1,ENSMFAG00000046002,ICA1L,ICA1L
ENSG00000163596,ENSG00000163596.16,ENST00000617388,ENST00000617388.4,ENSMFAG00000046002,ICA1L,ICA1L
ENSG00000138442,ENSG00000138442.10,ENST00000261015,ENST00000261015.5,ENSMFAG00000043871,,WDR12
ENSG00000138442,ENSG00000138442.10,ENST00000467777,ENST00000467777.1,ENSMFAG00000043871,,WDR12
ENSG00000138442,ENSG00000138442.10,ENST00000464820,ENST00000464820.1,ENSMFAG00000043871,,WDR12
ENSG00000138442,ENSG00000138442.10,ENST00000463824,ENST00000463824.1,ENSMFAG00000043871,,WDR12
ENSG00000138442,ENSG00000138442.10,ENST00000477727,ENST00000477727.5,ENSMFAG00000043871,,WDR12
ENSG00000138442,ENSG00000138442.10,ENST00000475611,ENST00000475611.1,ENSMFAG00000043871,,WDR12
ENSG00000138442,ENSG00000138442.10,ENST00000478869,ENST00000478869.1,ENSMFAG00000043871,,WDR12
ENSG00000138442,ENSG00000138442.10,ENST00000477723,ENST00000477723.1,ENSMFAG00000043871,,WDR12
ENSG00000138442,ENSG00000138442.10,ENST00000261015,ENST00000261015.5,ENSMFAG00000044326,,WDR12
ENSG00000138442,ENSG00000138442.10,ENST00000467777,ENST00000467777.1,ENSMFAG00000044326,,WDR12
ENSG00000138442,ENSG00000138442.10,ENST00000464820,ENST00000464820.1,ENSMFAG00000044326,,WDR12
ENSG00000138442,ENSG00000138442.10,ENST00000463824,ENST00000463824.1,ENSMFAG00000044326,,WDR12
ENSG00000138442,ENSG00000138442.10,ENST00000477727,ENST00000477727.5,ENSMFAG00000044326,,WDR12
ENSG00000138442,ENSG00000138442.10,ENST00000475611,ENST00000475611.1,ENSMFAG00000044326,,WDR12
ENSG00000138442,ENSG00000138442.10,ENST00000478869,ENST00000478869.1,ENSMFAG00000044326,,WDR12
ENSG00000138442,ENSG00000138442.10,ENST00000477723,ENST00000477723.1,ENSMFAG00000044326,,WDR12
ENSG00000138380,ENSG00000138380.18,ENST00000402905,ENST00000402905.7,ENSMFAG00000042636,CARF,CARF
ENSG00000138380,ENSG00000138380.18,ENST00000414490,ENST00000414490.5,ENSMFAG00000042636,CARF,CARF
ENSG00000138380,ENSG00000138380.18,ENST00000431787,ENST00000431787.5,ENSMFAG00000042636,CARF,CARF
ENSG00000138380,ENSG00000138380.18,ENST00000444724,ENST00000444724.5,ENSMFAG00000042636,CARF,CARF
ENSG00000138380,ENSG00000138380.18,ENST00000414857,ENST00000414857.5,ENSMFAG00000042636,CARF,CARF
ENSG00000138380,ENSG00000138380.18,ENST00000422368,ENST00000422368.5,ENSMFAG00000042636,CARF,CARF
ENSG00000138380,ENSG00000138380.18,ENST00000430899,ENST00000430899.5,ENSMFAG00000042636,CARF,CARF
ENSG00000138380,ENSG00000138380.18,ENST00000445120,ENST00000445120.5,ENSMFAG00000042636,CARF,CARF
ENSG00000138380,ENSG00000138380.18,ENST00000441569,ENST00000441569.5,ENSMFAG00000042636,CARF,CARF
ENSG00000138380,ENSG00000138380.18,ENST00000432024,ENST00000432024.5,ENSMFAG00000042636,CARF,CARF
ENSG00000138380,ENSG00000138380.18,ENST00000443740,ENST00000443740.5,ENSMFAG00000042636,CARF,CARF
ENSG00000138380,ENSG00000138380.18,ENST00000471271,ENST00000471271.5,ENSMFAG00000042636,CARF,CARF
ENSG00000138380,ENSG00000138380.18,ENST00000414439,ENST00000414439.5,ENSMFAG00000042636,CARF,CARF
ENSG00000138380,ENSG00000138380.18,ENST00000428585,ENST00000428585.5,ENSMFAG00000042636,CARF,CARF
ENSG00000138380,ENSG00000138380.18,ENST00000447539,ENST00000447539.5,ENSMFAG00000042636,CARF,CARF
ENSG00000138380,ENSG00000138380.18,ENST00000457031,ENST00000457031.5,ENSMFAG00000042636,CARF,CARF
ENSG00000138380,ENSG00000138380.18,ENST00000434998,ENST00000434998.5,ENSMFAG00000042636,CARF,CARF
ENSG00000138380,ENSG00000138380.18,ENST00000427712,ENST00000427712.5,ENSMFAG00000042636,CARF,CARF
ENSG00000138380,ENSG00000138380.18,ENST00000438828,ENST00000438828.4,ENSMFAG00000042636,CARF,CARF
ENSG00000138380,ENSG00000138380.18,ENST00000320443,ENST00000320443.12,ENSMFAG00000042636,CARF,CARF
ENSG00000144426,ENSG00000144426.18,ENST00000497505,ENST00000497505.5,ENSMFAG00000032529,NBEAL1,NBEAL1
ENSG00000144426,ENSG00000144426.18,ENST00000449802,ENST00000449802.5,ENSMFAG00000032529,NBEAL1,NBEAL1
ENSG00000144426,ENSG00000144426.18,ENST00000478884,ENST00000478884.5,ENSMFAG00000032529,NBEAL1,NBEAL1
ENSG00000144426,ENSG00000144426.18,ENST00000492870,ENST00000492870.1,ENSMFAG00000032529,NBEAL1,NBEAL1
ENSG00000144426,ENSG00000144426.18,ENST00000460416,ENST00000460416.2,ENSMFAG00000032529,NBEAL1,NBEAL1
ENSG00000144426,ENSG00000144426.18,ENST00000483147,ENST00000483147.1,ENSMFAG00000032529,NBEAL1,NBEAL1
ENSG00000144426,ENSG00000144426.18,ENST00000463830,ENST00000463830.1,ENSMFAG00000032529,NBEAL1,NBEAL1
ENSG00000144426,ENSG00000144426.18,ENST00000414576,ENST00000414576.6,ENSMFAG00000032529,NBEAL1,NBEAL1
ENSG00000144426,ENSG00000144426.18,ENST00000460355,ENST00000460355.1,ENSMFAG00000032529,NBEAL1,NBEAL1
ENSG00000144426,ENSG00000144426.18,ENST00000434469,ENST00000434469.1,ENSMFAG00000032529,NBEAL1,NBEAL1
ENSG00000202059,ENSG00000202059.1,ENST00000365189,ENST00000365189.1,ENSMFAG00000029444,,AC023271.1
ENSG00000119004,ENSG00000119004.16,ENST00000449301,ENST00000449301.5,ENSMFAG00000036924,,CYP20A1
ENSG00000119004,ENSG00000119004.16,ENST00000461371,ENST00000461371.5,ENSMFAG00000036924,,CYP20A1
ENSG00000119004,ENSG00000119004.16,ENST00000429815,ENST00000429815.6,ENSMFAG00000036924,,CYP20A1
ENSG00000119004,ENSG00000119004.16,ENST00000613925,ENST00000613925.4,ENSMFAG00000036924,,CYP20A1
ENSG00000119004,ENSG00000119004.16,ENST00000463131,ENST00000463131.5,ENSMFAG00000036924,,CYP20A1
ENSG00000119004,ENSG00000119004.16,ENST00000356079,ENST00000356079.9,ENSMFAG00000036924,,CYP20A1
ENSG00000119004,ENSG00000119004.16,ENST00000428265,ENST00000428265.5,ENSMFAG00000036924,,CYP20A1
ENSG00000119004,ENSG00000119004.16,ENST00000489360,ENST00000489360.5,ENSMFAG00000036924,,CYP20A1
ENSG00000119004,ENSG00000119004.16,ENST00000431118,ENST00000431118.5,ENSMFAG00000036924,,CYP20A1
ENSG00000119004,ENSG00000119004.16,ENST00000443941,ENST00000443941.1,ENSMFAG00000036924,,CYP20A1
ENSG00000119004,ENSG00000119004.16,ENST00000449301,ENST00000449301.5,ENSMFAG00000040362,,CYP20A1
ENSG00000119004,ENSG00000119004.16,ENST00000461371,ENST00000461371.5,ENSMFAG00000040362,,CYP20A1
ENSG00000119004,ENSG00000119004.16,ENST00000429815,ENST00000429815.6,ENSMFAG00000040362,,CYP20A1
ENSG00000119004,ENSG00000119004.16,ENST00000613925,ENST00000613925.4,ENSMFAG00000040362,,CYP20A1
ENSG00000119004,ENSG00000119004.16,ENST00000463131,ENST00000463131.5,ENSMFAG00000040362,,CYP20A1
ENSG00000119004,ENSG00000119004.16,ENST00000356079,ENST00000356079.9,ENSMFAG00000040362,,CYP20A1
ENSG00000119004,ENSG00000119004.16,ENST00000428265,ENST00000428265.5,ENSMFAG00000040362,,CYP20A1
ENSG00000119004,ENSG00000119004.16,ENST00000489360,ENST00000489360.5,ENSMFAG00000040362,,CYP20A1
ENSG00000119004,ENSG00000119004.16,ENST00000431118,ENST00000431118.5,ENSMFAG00000040362,,CYP20A1
ENSG00000119004,ENSG00000119004.16,ENST00000443941,ENST00000443941.1,ENSMFAG00000040362,,CYP20A1
ENSG00000138443,ENSG00000138443.17,ENST00000261017,ENST00000261017.9,ENSMFAG00000031286,ABI2,ABI2
ENSG00000138443,ENSG00000138443.17,ENST00000447762,ENST00000447762.5,ENSMFAG00000031286,ABI2,ABI2
ENSG00000138443,ENSG00000138443.17,ENST00000416001,ENST00000416001.5,ENSMFAG00000031286,ABI2,ABI2
ENSG00000138443,ENSG00000138443.17,ENST00000430418,ENST00000430418.5,ENSMFAG00000031286,ABI2,ABI2
ENSG00000138443,ENSG00000138443.17,ENST00000425253,ENST00000425253.1,ENSMFAG00000031286,ABI2,ABI2
ENSG00000138443,ENSG00000138443.17,ENST00000261018,ENST00000261018.12,ENSMFAG00000031286,ABI2,ABI2
ENSG00000138443,ENSG00000138443.17,ENST00000295851,ENST00000295851.10,ENSMFAG00000031286,ABI2,ABI2
ENSG00000138443,ENSG00000138443.17,ENST00000413635,ENST00000413635.5,ENSMFAG00000031286,ABI2,ABI2
ENSG00000138443,ENSG00000138443.17,ENST00000424558,ENST00000424558.5,ENSMFAG00000031286,ABI2,ABI2
ENSG00000138443,ENSG00000138443.17,ENST00000431886,ENST00000431886.5,ENSMFAG00000031286,ABI2,ABI2
ENSG00000138443,ENSG00000138443.17,ENST00000444584,ENST00000444584.1,ENSMFAG00000031286,ABI2,ABI2
ENSG00000138443,ENSG00000138443.17,ENST00000417864,ENST00000417864.5,ENSMFAG00000031286,ABI2,ABI2
ENSG00000138443,ENSG00000138443.17,ENST00000494215,ENST00000494215.1,ENSMFAG00000031286,ABI2,ABI2
ENSG00000138443,ENSG00000138443.17,ENST00000376135,ENST00000376135.5,ENSMFAG00000031286,ABI2,ABI2
ENSG00000138443,ENSG00000138443.17,ENST00000422511,ENST00000422511.6,ENSMFAG00000031286,ABI2,ABI2
ENSG00000138443,ENSG00000138443.17,ENST00000261016,ENST00000261016.11,ENSMFAG00000031286,ABI2,ABI2
ENSG00000138443,ENSG00000138443.17,ENST00000441061,ENST00000441061.5,ENSMFAG00000031286,ABI2,ABI2
ENSG00000138443,ENSG00000138443.17,ENST00000411547,ENST00000411547.5,ENSMFAG00000031286,ABI2,ABI2
ENSG00000138443,ENSG00000138443.17,ENST00000430574,ENST00000430574.5,ENSMFAG00000031286,ABI2,ABI2
ENSG00000138443,ENSG00000138443.17,ENST00000451591,ENST00000451591.6,ENSMFAG00000031286,ABI2,ABI2
ENSG00000138443,ENSG00000138443.17,ENST00000422719,ENST00000422719.5,ENSMFAG00000031286,ABI2,ABI2
ENSG00000138443,ENSG00000138443.17,ENST00000454023,ENST00000454023.1,ENSMFAG00000031286,ABI2,ABI2
ENSG00000138443,ENSG00000138443.17,ENST00000416396,ENST00000416396.5,ENSMFAG00000031286,ABI2,ABI2
ENSG00000138443,ENSG00000138443.17,ENST00000464761,ENST00000464761.1,ENSMFAG00000031286,ABI2,ABI2
ENSG00000173166,ENSG00000173166.18,ENST00000457812,ENST00000457812.5,ENSMFAG00000003148,RAPH1,RAPH1
ENSG00000173166,ENSG00000173166.18,ENST00000319170,ENST00000319170.10,ENSMFAG00000003148,RAPH1,RAPH1
ENSG00000173166,ENSG00000173166.18,ENST00000374493,ENST00000374493.7,ENSMFAG00000003148,RAPH1,RAPH1
ENSG00000173166,ENSG00000173166.18,ENST00000630330,ENST00000630330.2,ENSMFAG00000003148,RAPH1,RAPH1
ENSG00000173166,ENSG00000173166.18,ENST00000308091,ENST00000308091.8,ENSMFAG00000003148,RAPH1,RAPH1
ENSG00000173166,ENSG00000173166.18,ENST00000419464,ENST00000419464.5,ENSMFAG00000003148,RAPH1,RAPH1
ENSG00000173166,ENSG00000173166.18,ENST00000423104,ENST00000423104.5,ENSMFAG00000003148,RAPH1,RAPH1
ENSG00000173166,ENSG00000173166.18,ENST00000439222,ENST00000439222.5,ENSMFAG00000003148,RAPH1,RAPH1
ENSG00000173166,ENSG00000173166.18,ENST00000453034,ENST00000453034.5,ENSMFAG00000003148,RAPH1,RAPH1
ENSG00000173166,ENSG00000173166.18,ENST00000418114,ENST00000418114.5,ENSMFAG00000003148,RAPH1,RAPH1
ENSG00000173166,ENSG00000173166.18,ENST00000428637,ENST00000428637.5,ENSMFAG00000003148,RAPH1,RAPH1
ENSG00000173166,ENSG00000173166.18,ENST00000420371,ENST00000420371.2,ENSMFAG00000003148,RAPH1,RAPH1
ENSG00000173166,ENSG00000173166.18,ENST00000465669,ENST00000465669.1,ENSMFAG00000003148,RAPH1,RAPH1
ENSG00000178562,ENSG00000178562.18,ENST00000458610,ENST00000458610.6,ENSMFAG00000003864,CD28,CD28
ENSG00000178562,ENSG00000178562.18,ENST00000324106,ENST00000324106.9,ENSMFAG00000003864,CD28,CD28
ENSG00000178562,ENSG00000178562.18,ENST00000374481,ENST00000374481.7,ENSMFAG00000003864,CD28,CD28
ENSG00000206970,ENSG00000206970.1,ENST00000384243,ENST00000384243.1,ENSMFAG00000004461,U6,RNU6-474P
ENSG00000163599,ENSG00000163599.17,ENST00000648405,ENST00000648405.2,ENSMFAG00000004047,CTLA4,CTLA4
ENSG00000163599,ENSG00000163599.17,ENST00000295854,ENST00000295854.10,ENSMFAG00000004047,CTLA4,CTLA4
ENSG00000163599,ENSG00000163599.17,ENST00000487393,ENST00000487393.1,ENSMFAG00000004047,CTLA4,CTLA4
ENSG00000163599,ENSG00000163599.17,ENST00000472206,ENST00000472206.1,ENSMFAG00000004047,CTLA4,CTLA4
ENSG00000163599,ENSG00000163599.17,ENST00000427473,ENST00000427473.3,ENSMFAG00000004047,CTLA4,CTLA4
ENSG00000163599,ENSG00000163599.17,ENST00000650075,ENST00000650075.1,ENSMFAG00000004047,CTLA4,CTLA4
ENSG00000163600,ENSG00000163600.13,ENST00000316386,ENST00000316386.11,ENSMFAG00000037293,ICOS,ICOS
ENSG00000163600,ENSG00000163600.13,ENST00000435193,ENST00000435193.1,ENSMFAG00000037293,ICOS,ICOS
ENSG00000116117,ENSG00000116117.18,ENST00000415947,ENST00000415947.1,ENSMFAG00000043904,PARD3B,PARD3B
ENSG00000116117,ENSG00000116117.18,ENST00000406610,ENST00000406610.7,ENSMFAG00000043904,PARD3B,PARD3B
ENSG00000116117,ENSG00000116117.18,ENST00000462231,ENST00000462231.5,ENSMFAG00000043904,PARD3B,PARD3B
ENSG00000116117,ENSG00000116117.18,ENST00000471958,ENST00000471958.1,ENSMFAG00000043904,PARD3B,PARD3B
ENSG00000116117,ENSG00000116117.18,ENST00000358768,ENST00000358768.6,ENSMFAG00000043904,PARD3B,PARD3B
ENSG00000116117,ENSG00000116117.18,ENST00000351153,ENST00000351153.5,ENSMFAG00000043904,PARD3B,PARD3B
ENSG00000116117,ENSG00000116117.18,ENST00000349953,ENST00000349953.7,ENSMFAG00000043904,PARD3B,PARD3B
ENSG00000116117,ENSG00000116117.18,ENST00000489565,ENST00000489565.1,ENSMFAG00000043904,PARD3B,PARD3B
ENSG00000116117,ENSG00000116117.18,ENST00000465890,ENST00000465890.1,ENSMFAG00000043904,PARD3B,PARD3B
ENSG00000116117,ENSG00000116117.18,ENST00000494482,ENST00000494482.1,ENSMFAG00000043904,PARD3B,PARD3B
ENSG00000116117,ENSG00000116117.18,ENST00000488622,ENST00000488622.1,ENSMFAG00000043904,PARD3B,PARD3B
ENSG00000116117,ENSG00000116117.18,ENST00000613457,ENST00000613457.4,ENSMFAG00000043904,PARD3B,PARD3B
ENSG00000116117,ENSG00000116117.18,ENST00000614500,ENST00000614500.3,ENSMFAG00000043904,PARD3B,PARD3B
ENSG00000116117,ENSG00000116117.18,ENST00000622699,ENST00000622699.2,ENSMFAG00000043904,PARD3B,PARD3B
ENSG00000118257,ENSG00000118257.16,ENST00000464003,ENST00000464003.1,ENSMFAG00000038385,NRP2,NRP2
ENSG00000118257,ENSG00000118257.16,ENST00000360409,ENST00000360409.7,ENSMFAG00000038385,NRP2,NRP2
ENSG00000118257,ENSG00000118257.16,ENST00000450507,ENST00000450507.5,ENSMFAG00000038385,NRP2,NRP2
ENSG00000118257,ENSG00000118257.16,ENST00000417189,ENST00000417189.5,ENSMFAG00000038385,NRP2,NRP2
ENSG00000118257,ENSG00000118257.16,ENST00000478013,ENST00000478013.1,ENSMFAG00000038385,NRP2,NRP2
ENSG00000118257,ENSG00000118257.16,ENST00000357118,ENST00000357118.8,ENSMFAG00000038385,NRP2,NRP2
ENSG00000118257,ENSG00000118257.16,ENST00000357785,ENST00000357785.9,ENSMFAG00000038385,NRP2,NRP2
ENSG00000118257,ENSG00000118257.16,ENST00000272849,ENST00000272849.7,ENSMFAG00000038385,NRP2,NRP2
ENSG00000118257,ENSG00000118257.16,ENST00000412873,ENST00000412873.2,ENSMFAG00000038385,NRP2,NRP2
ENSG00000118257,ENSG00000118257.16,ENST00000483917,ENST00000483917.1,ENSMFAG00000038385,NRP2,NRP2
ENSG00000118257,ENSG00000118257.16,ENST00000477199,ENST00000477199.1,ENSMFAG00000038385,NRP2,NRP2
ENSG00000118257,ENSG00000118257.16,ENST00000478054,ENST00000478054.1,ENSMFAG00000038385,NRP2,NRP2
ENSG00000118257,ENSG00000118257.16,ENST00000460987,ENST00000460987.1,ENSMFAG00000038385,NRP2,NRP2
ENSG00000118257,ENSG00000118257.16,ENST00000468256,ENST00000468256.1,ENSMFAG00000038385,NRP2,NRP2
ENSG00000118257,ENSG00000118257.16,ENST00000485684,ENST00000485684.5,ENSMFAG00000038385,NRP2,NRP2
ENSG00000118257,ENSG00000118257.16,ENST00000472299,ENST00000472299.5,ENSMFAG00000038385,NRP2,NRP2
ENSG00000118257,ENSG00000118257.16,ENST00000467850,ENST00000467850.1,ENSMFAG00000038385,NRP2,NRP2
ENSG00000201875,ENSG00000201875.1,ENST00000365005,ENST00000365005.1,ENSMFAG00000009443,7SK,RN7SKP178
ENSG00000114933,ENSG00000114933.16,ENST00000403263,ENST00000403263.6,ENSMFAG00000001629,INO80D,INO80D
ENSG00000114933,ENSG00000114933.16,ENST00000424117,ENST00000424117.5,ENSMFAG00000001629,INO80D,INO80D
ENSG00000114933,ENSG00000114933.16,ENST00000414320,ENST00000414320.1,ENSMFAG00000001629,INO80D,INO80D
ENSG00000207386,ENSG00000207386.1,ENST00000384656,ENST00000384656.1,ENSMFAG00000011335,Y_RNA,Y_RNA
ENSG00000023228,ENSG00000023228.14,ENST00000233190,ENST00000233190.11,ENSMFAG00000039201,NDUFS1,NDUFS1
ENSG00000023228,ENSG00000023228.14,ENST00000423725,ENST00000423725.5,ENSMFAG00000039201,NDUFS1,NDUFS1
ENSG00000023228,ENSG00000023228.14,ENST00000457011,ENST00000457011.5,ENSMFAG00000039201,NDUFS1,NDUFS1
ENSG00000023228,ENSG00000023228.14,ENST00000440274,ENST00000440274.5,ENSMFAG00000039201,NDUFS1,NDUFS1
ENSG00000023228,ENSG00000023228.14,ENST00000449699,ENST00000449699.5,ENSMFAG00000039201,NDUFS1,NDUFS1
ENSG00000023228,ENSG00000023228.14,ENST00000432169,ENST00000432169.5,ENSMFAG00000039201,NDUFS1,NDUFS1
ENSG00000023228,ENSG00000023228.14,ENST00000498520,ENST00000498520.1,ENSMFAG00000039201,NDUFS1,NDUFS1
ENSG00000023228,ENSG00000023228.14,ENST00000456284,ENST00000456284.5,ENSMFAG00000039201,NDUFS1,NDUFS1
ENSG00000023228,ENSG00000023228.14,ENST00000454195,ENST00000454195.1,ENSMFAG00000039201,NDUFS1,NDUFS1
ENSG00000023228,ENSG00000023228.14,ENST00000455934,ENST00000455934.6,ENSMFAG00000039201,NDUFS1,NDUFS1
ENSG00000114942,ENSG00000114942.14,ENST00000236957,ENST00000236957.9,ENSMFAG00000043388,,EEF1B2
ENSG00000114942,ENSG00000114942.14,ENST00000392222,ENST00000392222.7,ENSMFAG00000043388,,EEF1B2
ENSG00000114942,ENSG00000114942.14,ENST00000445505,ENST00000445505.5,ENSMFAG00000043388,,EEF1B2
ENSG00000114942,ENSG00000114942.14,ENST00000479587,ENST00000479587.1,ENSMFAG00000043388,,EEF1B2
ENSG00000114942,ENSG00000114942.14,ENST00000429769,ENST00000429769.5,ENSMFAG00000043388,,EEF1B2
ENSG00000114942,ENSG00000114942.14,ENST00000460760,ENST00000460760.1,ENSMFAG00000043388,,EEF1B2
ENSG00000114942,ENSG00000114942.14,ENST00000415904,ENST00000415904.1,ENSMFAG00000043388,,EEF1B2
ENSG00000114942,ENSG00000114942.14,ENST00000435123,ENST00000435123.1,ENSMFAG00000043388,,EEF1B2
ENSG00000114942,ENSG00000114942.14,ENST00000455150,ENST00000455150.1,ENSMFAG00000043388,,EEF1B2
ENSG00000114942,ENSG00000114942.14,ENST00000482103,ENST00000482103.1,ENSMFAG00000043388,,EEF1B2
ENSG00000114942,ENSG00000114942.14,ENST00000392221,ENST00000392221.5,ENSMFAG00000043388,,EEF1B2
ENSG00000114942,ENSG00000114942.14,ENST00000236957,ENST00000236957.9,ENSMFAG00000038364,EEF1B2,EEF1B2
ENSG00000114942,ENSG00000114942.14,ENST00000392222,ENST00000392222.7,ENSMFAG00000038364,EEF1B2,EEF1B2
ENSG00000114942,ENSG00000114942.14,ENST00000445505,ENST00000445505.5,ENSMFAG00000038364,EEF1B2,EEF1B2
ENSG00000114942,ENSG00000114942.14,ENST00000479587,ENST00000479587.1,ENSMFAG00000038364,EEF1B2,EEF1B2
